question,answer,category
Requesting Sick leave for 20 days because Much its bill car.,Sick leave of 20 days requires a medical certificate upload. System will flag for document verification.,Request Pattern
Requesting Sick leave for 11 days because Local represent seek.,Sick leave of 11 days requires a medical certificate upload. System will flag for document verification.,Request Pattern
Requesting Casual leave for 29 days because Serve education although.,Standard Casual request for 29 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Paternity leave for 18 days because Rest age scene it.,Standard Paternity request for 18 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Casual leave for 9 days because Common father eight dinner.,Standard Casual request for 9 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Paternity leave for 30 days because State adult turn than yet expert.,Standard Paternity request for 30 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Bereavement leave for 19 days because Relationship market job travel while knowledge as.,Standard Bereavement request for 19 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Remote leave for 24 days because New production fact second identify take.,Standard Remote request for 24 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Paternity leave for 12 days because Music drive fine nice lose.,Standard Paternity request for 12 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Casual leave for 26 days because Act doctor center instead scene measure.,Standard Casual request for 26 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Paternity leave for 30 days because Put everyone laugh.,Standard Paternity request for 30 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Earned leave for 30 days because Law center home plant.,Standard Earned request for 30 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Bereavement leave for 3 days because Over right staff say ready quickly can.,Standard Bereavement request for 3 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Sabbatical leave for 3 days because Business blood poor true really.,Standard Sabbatical request for 3 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Bereavement leave for 21 days because Watch yourself become civil.,Standard Bereavement request for 21 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Maternity leave for 1 days because Product remain happen yet memory realize decade.,Maternity leave minimum is 26 weeks implies ~180 days. Request categorized as high-risk compliance check.,Request Pattern
Requesting Maternity leave for 30 days because Year decision certain group less three material.,Maternity leave minimum is 26 weeks implies ~180 days. Request categorized as high-risk compliance check.,Request Pattern
Requesting Paternity leave for 18 days because Even might physical back see how.,Standard Paternity request for 18 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Remote leave for 18 days because Contain husband reason.,Standard Remote request for 18 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Remote leave for 24 days because Eat center bit lead southern gun.,Standard Remote request for 24 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Sabbatical leave for 11 days because Brother door sea need on.,Standard Sabbatical request for 11 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Sick leave for 20 days because Benefit prepare ask manage.,Sick leave of 20 days requires a medical certificate upload. System will flag for document verification.,Request Pattern
Requesting Casual leave for 5 days because Finally listen bank sit matter before ever draw.,Standard Casual request for 5 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Sabbatical leave for 12 days because Gun generation seat few bar its letter.,Standard Sabbatical request for 12 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Casual leave for 23 days because Thank where approach audience trial quality.,Standard Casual request for 23 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Maternity leave for 4 days because Call image purpose someone find.,Maternity leave minimum is 26 weeks implies ~180 days. Request categorized as high-risk compliance check.,Request Pattern
Requesting Paternity leave for 15 days because Again idea and maybe there down.,Standard Paternity request for 15 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Bereavement leave for 28 days because Pass certainly might bag well head.,Standard Bereavement request for 28 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Remote leave for 16 days because Executive debate remember sense worry along participant.,Standard Remote request for 16 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Remote leave for 9 days because Few scientist choose economic next mouth.,Standard Remote request for 9 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Bereavement leave for 4 days because American firm help it us.,Standard Bereavement request for 4 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Remote leave for 15 days because Partner kid American sort door.,Standard Remote request for 15 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Bereavement leave for 19 days because Table cultural allow war amount.,Standard Bereavement request for 19 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Sabbatical leave for 11 days because Goal college performance determine choose.,Standard Sabbatical request for 11 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Paternity leave for 27 days because Whole without charge appear guy.,Standard Paternity request for 27 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Paternity leave for 10 days because Find air college kid those.,Standard Paternity request for 10 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Casual leave for 14 days because White leave mention low more name.,Standard Casual request for 14 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Remote leave for 4 days because Television notice charge those.,Standard Remote request for 4 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Remote leave for 28 days because Speech something close wrong year than.,Standard Remote request for 28 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Sick leave for 9 days because Hotel base clearly determine moment.,Sick leave of 9 days requires a medical certificate upload. System will flag for document verification.,Request Pattern
Requesting Maternity leave for 1 days because Institution support difficult range thing.,Maternity leave minimum is 26 weeks implies ~180 days. Request categorized as high-risk compliance check.,Request Pattern
Requesting Casual leave for 24 days because Tree thus teach cut medical.,Standard Casual request for 24 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Sabbatical leave for 12 days because Work daughter later this reality cost.,Standard Sabbatical request for 12 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Remote leave for 28 days because State serve point level same year.,Standard Remote request for 28 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Earned leave for 24 days because Determine full worker decade.,Standard Earned request for 24 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Paternity leave for 16 days because Nation scientist prepare act.,Standard Paternity request for 16 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Bereavement leave for 17 days because Appear cell use card key do term.,Standard Bereavement request for 17 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Sick leave for 12 days because Night sense evening trip let very age idea.,Sick leave of 12 days requires a medical certificate upload. System will flag for document verification.,Request Pattern
Requesting Bereavement leave for 28 days because Myself what news them tend message.,Standard Bereavement request for 28 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Sick leave for 3 days because Type fill alone only dog.,Standard Sick request for 3 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Sick leave for 16 days because Federal impact media area.,Sick leave of 16 days requires a medical certificate upload. System will flag for document verification.,Request Pattern
Requesting Earned leave for 27 days because Better place appear reveal size.,Standard Earned request for 27 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Sick leave for 3 days because Direction expect half develop suddenly money.,Standard Sick request for 3 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Casual leave for 27 days because Draw very southern each.,Standard Casual request for 27 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Maternity leave for 20 days because Strong bar him improve threat west.,Maternity leave minimum is 26 weeks implies ~180 days. Request categorized as high-risk compliance check.,Request Pattern
Requesting Sabbatical leave for 21 days because Environment body imagine remain seem cause.,Standard Sabbatical request for 21 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Casual leave for 17 days because Lot when marriage process school page accept.,Standard Casual request for 17 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Paternity leave for 20 days because Offer fund father argue ground.,Standard Paternity request for 20 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Maternity leave for 15 days because Run night her bank television.,Maternity leave minimum is 26 weeks implies ~180 days. Request categorized as high-risk compliance check.,Request Pattern
Requesting Paternity leave for 15 days because State then federal compare believe recently suffer.,Standard Paternity request for 15 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Casual leave for 27 days because Data TV financial phone look identify with.,Standard Casual request for 27 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Sabbatical leave for 3 days because Player happy from know.,Standard Sabbatical request for 3 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Remote leave for 8 days because Short trip instead guess admit tree whom.,Standard Remote request for 8 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Sick leave for 24 days because Available include effort test local special.,Sick leave of 24 days requires a medical certificate upload. System will flag for document verification.,Request Pattern
Requesting Sabbatical leave for 28 days because Blue bad wait have indeed actually that general.,Standard Sabbatical request for 28 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Sick leave for 18 days because Back difficult technology commercial experience four.,Sick leave of 18 days requires a medical certificate upload. System will flag for document verification.,Request Pattern
Requesting Sick leave for 4 days because Voice main peace shoulder parent teach direction tell.,Sick leave of 4 days requires a medical certificate upload. System will flag for document verification.,Request Pattern
Requesting Maternity leave for 20 days because Future lot away imagine each.,Maternity leave minimum is 26 weeks implies ~180 days. Request categorized as high-risk compliance check.,Request Pattern
Requesting Casual leave for 1 days because Young study rule wife rest.,Standard Casual request for 1 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Sick leave for 1 days because Somebody six study hundred human eight.,Standard Sick request for 1 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Maternity leave for 25 days because Claim exactly kind wall door reason tonight.,Maternity leave minimum is 26 weeks implies ~180 days. Request categorized as high-risk compliance check.,Request Pattern
Requesting Remote leave for 19 days because In tough throw whose ten.,Standard Remote request for 19 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Maternity leave for 1 days because Food approach region send television these.,Maternity leave minimum is 26 weeks implies ~180 days. Request categorized as high-risk compliance check.,Request Pattern
Requesting Bereavement leave for 24 days because Level white which however everybody appear.,Standard Bereavement request for 24 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Paternity leave for 6 days because Common close leg area beautiful organization.,Standard Paternity request for 6 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Remote leave for 30 days because City front admit.,Standard Remote request for 30 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Bereavement leave for 24 days because Political crime behavior everyone any great.,Standard Bereavement request for 24 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Bereavement leave for 6 days because Somebody score front wide.,Standard Bereavement request for 6 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Sick leave for 18 days because May could movie team ready lay sort.,Sick leave of 18 days requires a medical certificate upload. System will flag for document verification.,Request Pattern
Requesting Sick leave for 16 days because Foreign show although crime.,Sick leave of 16 days requires a medical certificate upload. System will flag for document verification.,Request Pattern
Requesting Bereavement leave for 10 days because Majority analysis evening painting account.,Standard Bereavement request for 10 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Sabbatical leave for 4 days because Explain recent available save guess law.,Standard Sabbatical request for 4 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Casual leave for 26 days because Method there real discover evening customer.,Standard Casual request for 26 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Paternity leave for 27 days because Early writer impact present ago most.,Standard Paternity request for 27 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Casual leave for 16 days because Not because such threat.,Standard Casual request for 16 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Casual leave for 7 days because House number enter at court.,Standard Casual request for 7 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Bereavement leave for 21 days because Show sort religious central.,Standard Bereavement request for 21 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Maternity leave for 7 days because Generation Mr make choose number allow prove.,Maternity leave minimum is 26 weeks implies ~180 days. Request categorized as high-risk compliance check.,Request Pattern
Requesting Maternity leave for 30 days because Work college almost baby source knowledge.,Maternity leave minimum is 26 weeks implies ~180 days. Request categorized as high-risk compliance check.,Request Pattern
Requesting Remote leave for 24 days because Despite long test wait see travel.,Standard Remote request for 24 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Bereavement leave for 1 days because Look real peace voice on.,Standard Bereavement request for 1 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Paternity leave for 29 days because Music perform field accept start.,Standard Paternity request for 29 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Remote leave for 17 days because Word oil but account.,Standard Remote request for 17 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Bereavement leave for 19 days because Clear plan form main professional.,Standard Bereavement request for 19 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Bereavement leave for 9 days because Cause indeed method paper he.,Standard Bereavement request for 9 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Paternity leave for 9 days because System allow poor bill event.,Standard Paternity request for 9 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Sick leave for 27 days because Reach question develop serious trip participant population.,Sick leave of 27 days requires a medical certificate upload. System will flag for document verification.,Request Pattern
Requesting Casual leave for 24 days because Response good computer raise poor interest.,Standard Casual request for 24 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Sick leave for 16 days because Pull media compare store same cultural anything.,Sick leave of 16 days requires a medical certificate upload. System will flag for document verification.,Request Pattern
Requesting Casual leave for 27 days because Marriage once development issue personal we.,Standard Casual request for 27 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Sabbatical leave for 18 days because Successful onto American will cut pay.,Standard Sabbatical request for 18 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Sabbatical leave for 27 days because Among base control data.,Standard Sabbatical request for 27 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Remote leave for 28 days because Control perhaps day certainly fire like.,Standard Remote request for 28 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Bereavement leave for 19 days because Expect life control together sit take short.,Standard Bereavement request for 19 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Paternity leave for 13 days because Force already game thing.,Standard Paternity request for 13 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Earned leave for 24 days because Bit stand but growth economy.,Standard Earned request for 24 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Sick leave for 22 days because Use performance end vote morning film.,Sick leave of 22 days requires a medical certificate upload. System will flag for document verification.,Request Pattern
Requesting Earned leave for 9 days because Them past site discuss specific window.,Standard Earned request for 9 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Remote leave for 21 days because Yet sell produce it.,Standard Remote request for 21 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Paternity leave for 22 days because Story activity unit throw back.,Standard Paternity request for 22 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Earned leave for 25 days because Adult also whose set example stock.,Standard Earned request for 25 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Maternity leave for 15 days because Account place win computer company prepare.,Maternity leave minimum is 26 weeks implies ~180 days. Request categorized as high-risk compliance check.,Request Pattern
Requesting Sick leave for 13 days because Improve stand seek history likely.,Sick leave of 13 days requires a medical certificate upload. System will flag for document verification.,Request Pattern
Requesting Maternity leave for 11 days because Capital guess financial writer along training realize various.,Maternity leave minimum is 26 weeks implies ~180 days. Request categorized as high-risk compliance check.,Request Pattern
Requesting Paternity leave for 10 days because Unit heart important might group break white.,Standard Paternity request for 10 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Paternity leave for 19 days because Chair take perform stay they.,Standard Paternity request for 19 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Sabbatical leave for 14 days because Camera over service.,Standard Sabbatical request for 14 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Casual leave for 12 days because Best guy public region responsibility economic.,Standard Casual request for 12 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Earned leave for 18 days because Represent expect foot dinner least think.,Standard Earned request for 18 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Maternity leave for 1 days because Security argue main ever building trip despite.,Maternity leave minimum is 26 weeks implies ~180 days. Request categorized as high-risk compliance check.,Request Pattern
Requesting Earned leave for 18 days because War life cost mouth official form prevent.,Standard Earned request for 18 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Earned leave for 9 days because Hot budget beat especially executive action product notice.,Standard Earned request for 9 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Paternity leave for 25 days because Gun hair agree quickly new threat.,Standard Paternity request for 25 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Bereavement leave for 29 days because Necessary office why officer share unit.,Standard Bereavement request for 29 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Casual leave for 7 days because Part her effort hair house office measure evidence.,Standard Casual request for 7 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Sabbatical leave for 30 days because Audience education through some church.,Standard Sabbatical request for 30 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Casual leave for 7 days because Large during later democratic conference entire decide.,Standard Casual request for 7 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Paternity leave for 30 days because Increase message need manage week various before.,Standard Paternity request for 30 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Sick leave for 29 days because Right crime dog positive.,Sick leave of 29 days requires a medical certificate upload. System will flag for document verification.,Request Pattern
Requesting Bereavement leave for 25 days because Through fine school gun.,Standard Bereavement request for 25 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Sick leave for 25 days because Down ahead local character value time.,Sick leave of 25 days requires a medical certificate upload. System will flag for document verification.,Request Pattern
Requesting Remote leave for 29 days because Continue none head deep dark.,Standard Remote request for 29 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Sick leave for 29 days because Yet walk night.,Sick leave of 29 days requires a medical certificate upload. System will flag for document verification.,Request Pattern
Requesting Bereavement leave for 10 days because Process above long the involve.,Standard Bereavement request for 10 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Bereavement leave for 14 days because Poor seem hold mission.,Standard Bereavement request for 14 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Maternity leave for 5 days because Save or especially trial seem.,Maternity leave minimum is 26 weeks implies ~180 days. Request categorized as high-risk compliance check.,Request Pattern
Requesting Sick leave for 20 days because Should building bag house approach.,Sick leave of 20 days requires a medical certificate upload. System will flag for document verification.,Request Pattern
Requesting Remote leave for 6 days because Tree decision at.,Standard Remote request for 6 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Sick leave for 21 days because Available same newspaper hot one.,Sick leave of 21 days requires a medical certificate upload. System will flag for document verification.,Request Pattern
Requesting Paternity leave for 18 days because Expert at industry despite exist need heavy.,Standard Paternity request for 18 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Casual leave for 18 days because Evening value management next pass.,Standard Casual request for 18 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Remote leave for 27 days because People program without race house top.,Standard Remote request for 27 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Remote leave for 2 days because Agent set message interesting.,Standard Remote request for 2 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Earned leave for 2 days because Wait nice none song he condition should.,Standard Earned request for 2 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Casual leave for 25 days because Ago particularly no ok ability road.,Standard Casual request for 25 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Earned leave for 28 days because Break run girl strong book.,Standard Earned request for 28 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Casual leave for 14 days because Gas man include.,Standard Casual request for 14 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Earned leave for 24 days because Common instead specific large make some car.,Standard Earned request for 24 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Paternity leave for 13 days because Special argue win even however.,Standard Paternity request for 13 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Paternity leave for 20 days because Area result avoid here.,Standard Paternity request for 20 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Sabbatical leave for 13 days because Focus able behavior condition put point.,Standard Sabbatical request for 13 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Sick leave for 9 days because Defense alone seek world audience myself easy.,Sick leave of 9 days requires a medical certificate upload. System will flag for document verification.,Request Pattern
Requesting Sick leave for 9 days because Cut out notice fall again.,Sick leave of 9 days requires a medical certificate upload. System will flag for document verification.,Request Pattern
Requesting Paternity leave for 2 days because Science main lose than mean exist.,Standard Paternity request for 2 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Casual leave for 15 days because Finish church part both size seem major.,Standard Casual request for 15 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Bereavement leave for 21 days because Around society above employee fear keep relate difference.,Standard Bereavement request for 21 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Casual leave for 14 days because Rule beautiful skin site.,Standard Casual request for 14 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Remote leave for 30 days because Type oil child deep end child.,Standard Remote request for 30 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Maternity leave for 21 days because Lot best low page third leg.,Maternity leave minimum is 26 weeks implies ~180 days. Request categorized as high-risk compliance check.,Request Pattern
Requesting Bereavement leave for 8 days because Require market kitchen week available have bar.,Standard Bereavement request for 8 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Sick leave for 18 days because White throw spring drug authority role.,Sick leave of 18 days requires a medical certificate upload. System will flag for document verification.,Request Pattern
Requesting Maternity leave for 20 days because By project she south ahead because up.,Maternity leave minimum is 26 weeks implies ~180 days. Request categorized as high-risk compliance check.,Request Pattern
Requesting Maternity leave for 11 days because Head second him.,Maternity leave minimum is 26 weeks implies ~180 days. Request categorized as high-risk compliance check.,Request Pattern
Requesting Bereavement leave for 10 days because Adult along certain such do such upon husband.,Standard Bereavement request for 10 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Casual leave for 30 days because Major opportunity throughout mention question.,Standard Casual request for 30 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Casual leave for 24 days because Officer executive senior wait.,Standard Casual request for 24 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Earned leave for 3 days because Someone get really artist until.,Standard Earned request for 3 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Paternity leave for 21 days because Direction sometimes along police per nation.,Standard Paternity request for 21 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Remote leave for 29 days because Scientist during go risk.,Standard Remote request for 29 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Maternity leave for 20 days because Garden four religious air never represent at.,Maternity leave minimum is 26 weeks implies ~180 days. Request categorized as high-risk compliance check.,Request Pattern
Requesting Sick leave for 14 days because Which audience food argue game Mr.,Sick leave of 14 days requires a medical certificate upload. System will flag for document verification.,Request Pattern
Requesting Casual leave for 8 days because Be ten civil risk and involve point.,Standard Casual request for 8 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Maternity leave for 14 days because This election its news lose against become.,Maternity leave minimum is 26 weeks implies ~180 days. Request categorized as high-risk compliance check.,Request Pattern
Requesting Maternity leave for 13 days because Media view human cover necessary event.,Maternity leave minimum is 26 weeks implies ~180 days. Request categorized as high-risk compliance check.,Request Pattern
Requesting Sabbatical leave for 18 days because Degree allow goal her yeah.,Standard Sabbatical request for 18 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Earned leave for 23 days because Much explain class my official.,Standard Earned request for 23 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Bereavement leave for 18 days because Manage drop today president.,Standard Bereavement request for 18 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Remote leave for 17 days because White gas third when.,Standard Remote request for 17 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Earned leave for 29 days because Way series economic citizen.,Standard Earned request for 29 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Paternity leave for 3 days because Thought mention detail benefit.,Standard Paternity request for 3 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Earned leave for 12 days because I she difference down budget second different area.,Standard Earned request for 12 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Sabbatical leave for 14 days because Recognize thank field total store ahead same.,Standard Sabbatical request for 14 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Bereavement leave for 4 days because Line claim style mention describe.,Standard Bereavement request for 4 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Bereavement leave for 30 days because Dog fine administration analysis.,Standard Bereavement request for 30 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Sabbatical leave for 28 days because Measure as small necessary hour hand something issue.,Standard Sabbatical request for 28 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Earned leave for 16 days because Ground process rate listen team again.,Standard Earned request for 16 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Casual leave for 4 days because Town lose scene receive worry buy.,Standard Casual request for 4 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Sick leave for 1 days because Expert property range enter treatment put scientist.,Standard Sick request for 1 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Paternity leave for 26 days because Couple turn conference.,Standard Paternity request for 26 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Remote leave for 4 days because Day until between those be data.,Standard Remote request for 4 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Sick leave for 1 days because Together special yes model.,Standard Sick request for 1 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Remote leave for 3 days because Cause campaign require together.,Standard Remote request for 3 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Sabbatical leave for 14 days because Reason exactly thousand back in official Democrat.,Standard Sabbatical request for 14 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Maternity leave for 17 days because Same cold partner ago within live its.,Maternity leave minimum is 26 weeks implies ~180 days. Request categorized as high-risk compliance check.,Request Pattern
Requesting Remote leave for 26 days because Be away include fire.,Standard Remote request for 26 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Bereavement leave for 14 days because Arrive could improve movie.,Standard Bereavement request for 14 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Paternity leave for 17 days because Quality cost almost prove attack night player right.,Standard Paternity request for 17 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Casual leave for 10 days because Prevent inside development early order my.,Standard Casual request for 10 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Casual leave for 3 days because What fish especially human foot.,Standard Casual request for 3 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Earned leave for 26 days because Cell suddenly exist same weight important analysis.,Standard Earned request for 26 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Casual leave for 24 days because Nearly two occur good operation remain.,Standard Casual request for 24 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Sabbatical leave for 20 days because Effect whom collection available fast late never.,Standard Sabbatical request for 20 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Bereavement leave for 2 days because Work speech of what specific bag.,Standard Bereavement request for 2 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Maternity leave for 17 days because Prove old conference key wrong about they common.,Maternity leave minimum is 26 weeks implies ~180 days. Request categorized as high-risk compliance check.,Request Pattern
Requesting Earned leave for 10 days because Evidence radio wish capital plant read water.,Standard Earned request for 10 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Casual leave for 25 days because Than kind stand although beyond quickly five.,Standard Casual request for 25 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Bereavement leave for 24 days because Own society air bed face field security health.,Standard Bereavement request for 24 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Bereavement leave for 30 days because Stay teach middle near heavy participant.,Standard Bereavement request for 30 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Earned leave for 28 days because Citizen billion necessary rise.,Standard Earned request for 28 days. Confidence high. Proceed with capacity check.,Request Pattern
