candidate_profile,analysis
"Role: Data Scientist, Exp: 5 years, Skills: magazine, near, drop, author, performance",Score: 72/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 14 years, Skills: new, create, that, around, race",Score: 96/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 2 years, Skills: imagine, all, summer, stop, garden",Score: 79/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 15 years, Skills: simply, into, instead, guess, its",Score: 90/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 3 years, Skills: live, nation, that, health, win",Score: 80/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 8 years, Skills: ever, if, case, role, your",Score: 82/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 1 years, Skills: speech, term, effect, think, expect",Score: 67/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 9 years, Skills: important, doctor, despite, compare, loss",Score: 90/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 15 years, Skills: practice, voice, list, turn, money",Score: 92/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 13 years, Skills: daughter, tonight, affect, fly, traditional",Score: 93/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 9 years, Skills: history, specific, research, coach, recognize",Score: 74/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 7 years, Skills: deep, institution, home, son, issue",Score: 76/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 5 years, Skills: able, bring, myself, tough, that",Score: 76/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 1 years, Skills: boy, air, third, value, skin",Score: 79/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 10 years, Skills: house, rock, wife, nor, imagine",Score: 70/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 7 years, Skills: inside, whose, beyond, thus, can",Score: 85/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 11 years, Skills: less, peace, against, box, which",Score: 96/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 4 years, Skills: upon, relate, field, Mr, industry",Score: 83/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 2 years, Skills: lead, response, painting, next, relationship",Score: 87/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 6 years, Skills: follow, whose, so, partner, red",Score: 75/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 10 years, Skills: kid, bag, father, right, size",Score: 75/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 3 years, Skills: ability, low, yes, trouble, exist",Score: 76/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 13 years, Skills: pull, special, however, compare, item",Score: 94/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 10 years, Skills: provide, speech, into, place, open",Score: 77/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 6 years, Skills: himself, understand, guess, accept, around",Score: 71/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 6 years, Skills: history, share, late, fly, east",Score: 75/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 12 years, Skills: open, open, street, continue, traditional",Score: 97/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 15 years, Skills: add, car, national, financial, Mr",Score: 96/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 9 years, Skills: direction, hour, economic, human, assume",Score: 74/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 14 years, Skills: national, finally, face, partner, seat",Score: 93/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 5 years, Skills: door, fear, measure, create, matter",Score: 78/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 1 years, Skills: compare, race, risk, large, increase",Score: 60/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 11 years, Skills: home, care, employee, really, seat",Score: 96/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 3 years, Skills: nor, subject, end, meet, TV",Score: 88/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 9 years, Skills: voice, include, finish, must, stage",Score: 86/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 14 years, Skills: design, environmental, cold, city, chair",Score: 93/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 7 years, Skills: allow, rather, pull, glass, medical",Score: 71/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 5 years, Skills: answer, individual, answer, design, affect",Score: 84/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 15 years, Skills: sister, chance, positive, fast, half",Score: 94/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 8 years, Skills: dinner, field, left, southern, answer",Score: 87/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 5 years, Skills: base, night, house, over, fast",Score: 72/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 7 years, Skills: include, institution, especially, involve, full",Score: 78/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 1 years, Skills: recently, yourself, despite, change, old",Score: 72/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 3 years, Skills: generation, lose, agree, economy, small",Score: 83/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 0 years, Skills: thus, center, produce, during, result",Score: 60/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 12 years, Skills: rich, idea, worry, series, somebody",Score: 91/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 9 years, Skills: front, city, air, be, see",Score: 83/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 9 years, Skills: read, culture, represent, seek, on",Score: 82/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 10 years, Skills: history, show, professor, effort, blood",Score: 87/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 2 years, Skills: conference, fund, shake, story, reach",Score: 90/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 6 years, Skills: onto, school, believe, human, who",Score: 77/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 14 years, Skills: film, letter, painting, write, special",Score: 91/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 13 years, Skills: staff, audience, police, determine, study",Score: 93/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 1 years, Skills: interesting, so, tax, big, firm",Score: 76/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 5 years, Skills: business, explain, goal, according, throw",Score: 85/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 6 years, Skills: policy, low, many, current, easy",Score: 82/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 11 years, Skills: take, article, new, home, turn",Score: 95/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 2 years, Skills: place, issue, development, once, window",Score: 76/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 1 years, Skills: price, full, face, fish, across",Score: 71/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 2 years, Skills: participant, responsibility, participant, ball, something",Score: 72/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 1 years, Skills: main, receive, reach, including, travel",Score: 65/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 7 years, Skills: head, door, value, bit, beyond",Score: 71/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 13 years, Skills: difference, hit, operation, whole, mind",Score: 97/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 7 years, Skills: moment, spend, buy, religious, staff",Score: 77/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 5 years, Skills: art, politics, everything, throughout, dark",Score: 85/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 10 years, Skills: trial, section, reflect, develop, have",Score: 71/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 1 years, Skills: should, theory, find, mother, process",Score: 66/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 9 years, Skills: own, believe, enough, attorney, now",Score: 78/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 6 years, Skills: close, cover, throw, smile, finally",Score: 78/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 15 years, Skills: least, defense, well, interest, have",Score: 100/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 8 years, Skills: program, store, wait, by, local",Score: 73/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 14 years, Skills: response, gun, all, some, minute",Score: 99/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 7 years, Skills: whole, part, throughout, hour, particular",Score: 89/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 7 years, Skills: imagine, surface, share, commercial, someone",Score: 71/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 12 years, Skills: wind, course, indeed, voice, especially",Score: 100/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 4 years, Skills: whole, seat, look, expect, fine",Score: 76/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 1 years, Skills: even, conference, hair, indeed, country",Score: 80/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 2 years, Skills: effort, month, rich, account, tend",Score: 71/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 10 years, Skills: fear, toward, other, second, once",Score: 77/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 13 years, Skills: class, good, second, rule, yeah",Score: 96/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 10 years, Skills: Congress, get, just, listen, language",Score: 86/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 12 years, Skills: affect, do, election, add, eye",Score: 90/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 6 years, Skills: themselves, road, floor, letter, really",Score: 70/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 1 years, Skills: it, speech, lay, new, when",Score: 69/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 8 years, Skills: large, finish, evidence, however, leave",Score: 83/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 13 years, Skills: identify, attention, argue, appear, yet",Score: 94/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 4 years, Skills: address, break, help, my, reach",Score: 78/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 9 years, Skills: account, health, conference, imagine, camera",Score: 70/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 4 years, Skills: fact, describe, cost, medical, behavior",Score: 75/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 10 years, Skills: professor, series, identify, marriage, agent",Score: 90/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 3 years, Skills: property, my, per, live, thing",Score: 88/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 13 years, Skills: view, there, although, something, work",Score: 93/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 6 years, Skills: fine, worry, coach, suffer, face",Score: 89/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 12 years, Skills: attorney, two, college, full, become",Score: 95/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 9 years, Skills: west, miss, party, member, manager",Score: 84/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 6 years, Skills: way, economy, bank, expert, structure",Score: 86/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 7 years, Skills: than, quality, manage, send, itself",Score: 71/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 7 years, Skills: three, within, among, east, that",Score: 86/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 3 years, Skills: include, clear, end, let, after",Score: 81/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 13 years, Skills: time, former, fire, each, run",Score: 90/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 8 years, Skills: happy, pick, but, recognize, price",Score: 81/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 6 years, Skills: article, discover, such, significant, lay",Score: 71/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 14 years, Skills: end, believe, in, seven, summer",Score: 95/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 0 years, Skills: let, among, interview, positive, road",Score: 80/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 4 years, Skills: television, very, level, fine, office",Score: 78/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 0 years, Skills: everything, father, piece, about, any",Score: 77/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 0 years, Skills: relationship, husband, value, exist, gas",Score: 70/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 4 years, Skills: left, population, nation, whether, mean",Score: 80/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 6 years, Skills: their, forget, site, water, yet",Score: 88/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 3 years, Skills: according, research, of, maintain, though",Score: 85/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 5 years, Skills: former, suffer, hundred, up, me",Score: 80/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 2 years, Skills: animal, everyone, media, PM, audience",Score: 85/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 2 years, Skills: discover, might, but, either, whole",Score: 74/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 1 years, Skills: animal, simply, near, room, before",Score: 75/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 13 years, Skills: pass, the, suggest, why, agreement",Score: 97/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 13 years, Skills: pattern, partner, walk, mind, low",Score: 95/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 12 years, Skills: public, indicate, necessary, participant, factor",Score: 100/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 15 years, Skills: foot, car, air, meet, best",Score: 92/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 8 years, Skills: measure, true, get, that, them",Score: 77/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 2 years, Skills: two, class, ground, both, early",Score: 84/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 2 years, Skills: teacher, most, return, represent, run",Score: 77/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 12 years, Skills: watch, hair, which, arm, station",Score: 92/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 13 years, Skills: movement, structure, your, appear, even",Score: 97/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 3 years, Skills: rock, call, pressure, least, more",Score: 77/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 9 years, Skills: practice, bank, quickly, husband, seven",Score: 88/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 2 years, Skills: skin, recognize, focus, responsibility, wife",Score: 78/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 8 years, Skills: remember, home, per, life, now",Score: 71/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 9 years, Skills: lawyer, win, collection, fact, exactly",Score: 84/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 13 years, Skills: himself, rest, course, country, its",Score: 97/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 14 years, Skills: agent, form, effort, successful, information",Score: 95/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 13 years, Skills: beat, sport, easy, method, plant",Score: 100/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 10 years, Skills: safe, street, present, right, week",Score: 84/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 14 years, Skills: economy, quickly, every, threat, direction",Score: 97/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 15 years, Skills: often, least, school, hold, important",Score: 95/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 3 years, Skills: ten, collection, energy, own, away",Score: 72/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 11 years, Skills: stock, catch, fire, key, serious",Score: 97/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 5 years, Skills: north, space, conference, material, go",Score: 78/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 10 years, Skills: leg, nothing, radio, nature, give",Score: 85/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 0 years, Skills: eight, would, hit, near, analysis",Score: 69/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 3 years, Skills: would, meeting, throughout, reality, ok",Score: 78/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 3 years, Skills: project, guy, a, drive, day",Score: 90/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 9 years, Skills: wife, action, same, low, win",Score: 76/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 11 years, Skills: environmental, trouble, movie, any, wrong",Score: 98/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 6 years, Skills: market, throw, color, upon, system",Score: 80/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 5 years, Skills: star, foot, stage, animal, spend",Score: 76/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 14 years, Skills: might, win, nature, weight, arm",Score: 91/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 3 years, Skills: field, again, friend, main, over",Score: 80/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 12 years, Skills: best, third, least, character, west",Score: 94/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 13 years, Skills: show, evidence, him, professor, woman",Score: 90/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 9 years, Skills: sense, daughter, organization, coach, responsibility",Score: 89/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 13 years, Skills: candidate, usually, someone, want, box",Score: 99/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 7 years, Skills: Democrat, lay, film, president, goal",Score: 76/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 0 years, Skills: sea, where, person, off, read",Score: 73/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 9 years, Skills: support, coach, this, scientist, finally",Score: 72/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 12 years, Skills: notice, environment, write, structure, property",Score: 98/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 1 years, Skills: form, available, west, he, carry",Score: 61/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 15 years, Skills: half, cultural, another, seem, trouble",Score: 94/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 0 years, Skills: plant, dog, such, include, radio",Score: 80/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 0 years, Skills: information, leader, high, daughter, age",Score: 72/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 9 years, Skills: all, affect, radio, into, close",Score: 79/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 7 years, Skills: cost, certainly, get, account, political",Score: 84/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 2 years, Skills: service, college, decision, red, difference",Score: 87/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 6 years, Skills: ground, politics, training, family, people",Score: 85/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 5 years, Skills: color, drug, stay, stuff, imagine",Score: 83/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 7 years, Skills: market, organization, which, garden, example",Score: 71/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 10 years, Skills: bad, else, word, law, even",Score: 83/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 7 years, Skills: debate, prove, about, road, down",Score: 75/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 13 years, Skills: task, authority, list, same, find",Score: 96/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 11 years, Skills: good, radio, employee, over, hold",Score: 96/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 6 years, Skills: media, trip, accept, according, past",Score: 79/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 14 years, Skills: return, around, these, design, successful",Score: 98/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 9 years, Skills: make, front, again, research, consumer",Score: 79/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 9 years, Skills: station, camera, answer, many, gas",Score: 74/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 1 years, Skills: suggest, new, experience, serve, its",Score: 72/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 0 years, Skills: single, hour, concern, data, project",Score: 60/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 9 years, Skills: hear, peace, surface, TV, exist",Score: 89/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 12 years, Skills: suggest, one, institution, half, car",Score: 97/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 15 years, Skills: leader, turn, professional, author, art",Score: 92/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 6 years, Skills: participant, home, site, quality, cold",Score: 85/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 5 years, Skills: push, or, middle, material, performance",Score: 77/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 6 years, Skills: future, age, particular, quickly, show",Score: 87/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 9 years, Skills: throughout, bank, change, determine, available",Score: 86/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 7 years, Skills: ability, safe, deep, federal, job",Score: 79/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 12 years, Skills: recently, test, approach, get, fund",Score: 94/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 11 years, Skills: character, station, because, attack, rich",Score: 94/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 12 years, Skills: employee, number, television, church, ever",Score: 90/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 5 years, Skills: those, because, nor, administration, especially",Score: 76/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 12 years, Skills: deal, south, any, treat, market",Score: 93/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 4 years, Skills: wide, themselves, house, dark, easy",Score: 85/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 11 years, Skills: back, able, positive, event, after",Score: 97/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 5 years, Skills: whom, attention, under, price, summer",Score: 70/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 8 years, Skills: question, third, fund, full, along",Score: 70/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 7 years, Skills: anything, over, conference, evidence, join",Score: 80/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 0 years, Skills: kid, few, according, four, very",Score: 62/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 15 years, Skills: my, modern, value, fund, also",Score: 98/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
